<----2020-10-09 11:28:03---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:26:35---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:35:12---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:35:23---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:44:23---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:44:33---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:44:47---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:47:20---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:47:32---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-01-20 12:22:34---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-01-20 12:22:37---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-01-20 12:52:35---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-01-20 12:52:35---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-22 19:29:37---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-22 19:29:44---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-22 19:29:55---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-22 19:30:07---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:12:25---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:14:23---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:14:45---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:14:49---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:14:51---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:19:56---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:19:59---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:20:02---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:20:05---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:20:15---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:20:52---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-23 14:21:58---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 19:38:08---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 19:38:19---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 19:38:31---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 19:38:40---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 20:08:54---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 20:09:05---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 20:10:43---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-02-27 20:10:48---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:17:39---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:32:45---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:32:49---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:32:51---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:32:55---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:32:58---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:33:02---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:33:12---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:33:21---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:33:31---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:33:40---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:33:49---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:34:02---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:34:11---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:34:19---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:34:28---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:34:34---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-04 20:46:25---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2021-03-11 15:47:59---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-03-11 21:21:48---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-03-12 17:27:21---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2021-03-13 20:32:16---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
